DATE,T10Y3M,CPI,SP500,Median_House_Price,UNRATE,USREC,WTISPLC
1996-11-01,1.17,158.7,703.7700195,143500,5.4,0,23.71
1996-12-01,1.39,159.1,756.5599976,144900,5.4,0,25.39
1997-01-01,1.55,159.4,737.0100098,145000,5.3,0,25.17
1997-02-01,1.41,159.7,786.7299805,143000,5.2,0,22.21
1997-03-01,1.55,159.8,795.3099976,148000,5.2,0,20.99
1997-04-01,1.73,159.9,759.6400146,150000,5.1,0,19.72
1997-05-01,1.66,159.9,798.5300293,141000,4.9,0,20.83
1997-06-01,1.56,160.2,846.3599854,145000,5.0,0,19.17
1997-07-01,1.17,160.4,891.0300293,145900,4.9,0,19.63
1997-08-01,1.16,160.8,947.1400146,144000,4.8,0,19.93
1997-09-01,1.26,161.2,927.5800171,146300,4.9,0,19.79
1997-10-01,1.06,161.5,955.4099731,141500,4.7,0,21.26
1997-11-01,0.74,161.7,938.9899902,145000,4.6,0,20.17
1997-12-01,0.65,161.8,974.7700195,145900,4.7,0,18.32
1998-01-01,0.5,162.0,975.039978,148000,4.6,0,16.71
1998-02-01,0.48,162.0,1001.27002,156000,4.6,0,16.06
1998-03-01,0.62,162.0,1047.699951,152700,4.7,0,15.02
1998-04-01,0.69,162.2,1108.150024,148000,4.3,0,15.44
1998-05-01,0.65,162.6,1121.0,153200,4.4,0,14.86
1998-06-01,0.52,162.8,1090.97998,148000,4.5,0,13.66
1998-07-01,0.5,163.2,1148.560059,149900,4.5,0,14.08
1998-08-01,0.44,163.4,1112.439941,154900,4.5,0,13.36
1998-09-01,0.2,163.5,994.2600098,155000,4.6,0,14.95
1998-10-01,0.57,163.9,986.3900146,154500,4.5,0,14.39
1998-11-01,0.42,164.1,1111.599976,151000,4.4,0,12.85
1998-12-01,0.26,164.4,1175.280029,152500,4.4,0,11.28
1999-01-01,0.38,164.7,1228.099976,153100,4.3,0,12.47
1999-02-01,0.56,164.7,1273.0,160000,4.4,0,12.01
1999-03-01,0.79,164.8,1236.160034,157300,4.2,0,14.66
1999-04-01,0.89,165.9,1293.719971,159900,4.3,0,17.34
1999-05-01,1.04,166.0,1354.630005,154400,4.2,0,17.75
1999-06-01,1.33,166.0,1294.26001,159300,4.3,0,17.89
1999-07-01,1.24,166.7,1380.959961,158200,4.3,0,20.07
1999-08-01,1.22,167.1,1328.050049,154800,4.2,0,21.26
1999-09-01,1.24,167.8,1331.069946,163200,4.2,0,23.88
1999-10-01,1.25,168.1,1282.810059,161100,4.1,0,22.64
1999-11-01,0.96,168.4,1354.119995,172000,4.1,0,24.97
1999-12-01,1.08,168.8,1397.719971,164800,4.0,0,26.08
2000-01-01,1.34,169.3,1455.219971,163500,4.0,0,27.18
2000-02-01,0.97,170.0,1409.280029,162400,4.1,0,29.35
2000-03-01,0.57,171.0,1379.189941,165100,4.0,0,29.89
2000-04-01,0.33,170.9,1505.969971,162600,3.8,0,25.74
2000-05-01,0.65,171.2,1468.25,164700,4.0,0,28.78
2000-06-01,0.41,172.2,1448.810059,160100,4.0,0,31.83
2000-07-01,0.09,172.7,1469.540039,169000,4.0,0,29.77
2000-08-01,-0.26,172.7,1438.099976,166600,4.1,0,31.22
2000-09-01,-0.2,173.6,1520.77002,171500,3.9,0,33.88
2000-10-01,-0.37,173.9,1436.22998,176300,3.9,0,33.08
2000-11-01,-0.45,174.2,1421.219971,174700,3.9,0,34.4
2000-12-01,-0.53,174.6,1315.22998,162000,3.9,0,28.46
2001-01-01,0.01,175.6,1283.27002,171300,4.2,0,29.58
2001-02-01,0.22,176.0,1373.469971,169100,4.2,0,29.61
2001-03-01,0.47,176.1,1241.22998,166300,4.3,0,27.24
2001-04-01,1.27,176.4,1145.869995,175200,4.4,1,27.41
2001-05-01,1.77,177.3,1266.439941,175300,4.3,1,28.64
2001-06-01,1.79,177.7,1260.670044,179400,4.5,1,27.6
2001-07-01,1.73,177.4,1236.719971,175000,4.6,1,26.45
2001-08-01,1.61,177.4,1215.930054,173700,4.9,1,27.47
2001-09-01,2.09,178.1,1132.939941,166400,5.0,1,25.88
2001-10-01,2.41,177.6,1038.550049,171300,5.3,1,22.21
2001-11-01,2.78,177.5,1084.099976,168100,5.5,1,19.67
2001-12-01,3.4,177.4,1129.900024,180200,5.7,0,19.33
2002-01-01,3.39,177.7,1154.670044,187100,5.7,0,19.67
2002-02-01,3.19,178.0,1122.199951,191100,5.7,0,20.74
2002-03-01,3.49,178.5,1131.780029,183400,5.7,0,24.42
2002-04-01,3.5,179.3,1146.540039,187100,5.9,0,26.27
2002-05-01,3.43,179.5,1086.459961,181000,5.8,0,27.02
2002-06-01,3.23,179.6,1040.680054,190600,5.8,0,25.52
2002-07-01,2.97,180.0,968.6500244,175600,5.8,0,26.94
2002-08-01,2.64,180.5,884.6599731,178900,5.7,0,28.38
2002-09-01,2.24,180.8,878.0200195,177500,5.7,0,29.67
2002-10-01,2.36,181.2,847.9099731,189200,5.7,0,28.85
2002-11-01,2.82,181.5,900.960022,181200,5.9,0,26.27
2002-12-01,2.84,181.8,934.5300293,197600,6.0,0,29.42
2003-01-01,2.88,182.6,909.0300293,181700,5.8,0,32.94
2003-02-01,2.73,183.6,860.3200073,187000,5.9,0,35.87
2003-03-01,2.68,183.9,834.8099976,185100,5.9,0,33.55
2003-04-01,2.83,183.2,858.4799805,189500,6.0,0,28.25
2003-05-01,2.5,182.9,916.2999878,195500,6.1,0,28.14
2003-06-01,2.41,183.1,967.0,187900,6.3,0,30.72
2003-07-01,3.08,183.7,982.3200073,190200,6.2,0,30.76
2003-08-01,3.5,184.5,980.1500244,190500,6.1,0,31.59
2003-09-01,3.33,185.1,1021.98999,192000,6.1,0,28.29
2003-10-01,3.37,184.9,1018.219971,194100,6.0,0,30.33
2003-11-01,3.37,185.0,1059.02002,207100,5.8,0,31.09
2003-12-01,3.37,185.5,1070.119995,196000,5.7,0,32.15
2004-01-01,3.27,186.3,1108.47998,209500,5.7,0,34.27
2004-02-01,3.15,186.7,1135.26001,219600,5.6,0,34.74
2004-03-01,2.89,187.1,1155.969971,209600,5.8,0,36.76
2004-04-01,3.41,187.4,1132.170044,222300,5.6,0,36.69
2004-05-01,3.7,188.2,1117.48999,211700,5.6,0,40.28
2004-06-01,3.46,188.9,1121.199951,215700,5.6,0,38.02
2004-07-01,3.17,189.1,1128.939941,212400,5.5,0,40.69
2004-08-01,2.8,189.2,1106.619995,218100,5.4,0,44.94
2004-09-01,2.48,189.8,1105.910034,211600,5.4,0,45.95
2004-10-01,2.34,190.8,1131.5,229200,5.5,0,53.13
2004-11-01,2.12,191.7,1130.51001,224500,5.4,0,48.46
2004-12-01,2.04,191.7,1191.369995,229600,5.4,0,43.33
2005-01-01,1.89,191.6,1202.079956,223100,5.3,0,46.84
2005-02-01,1.63,192.4,1189.410034,237300,5.4,0,47.97
2005-03-01,1.76,193.1,1210.410034,229300,5.2,0,54.31
2005-04-01,1.56,193.7,1172.920044,236300,5.2,0,53.04
2005-05-01,1.3,193.6,1162.160034,228300,5.1,0,49.83
2005-06-01,1.03,193.7,1202.219971,226100,5.0,0,56.26
2005-07-01,0.96,194.9,1194.439941,229200,5.0,0,58.7
2005-08-01,0.82,196.1,1235.349976,240100,4.9,0,64.97
2005-09-01,0.78,198.8,1221.589966,240400,5.0,0,65.57
2005-10-01,0.75,199.1,1226.699951,243900,5.0,0,62.37
2005-11-01,0.66,198.1,1202.76001,237900,5.0,0,58.3
2005-12-01,0.58,198.1,1264.670044,238600,4.9,0,59.43
2006-01-01,0.18,199.3,1268.800049,244900,4.7,0,65.51
2006-02-01,0.14,199.4,1282.459961,250800,4.8,0,61.63
2006-03-01,0.21,199.7,1291.23999,238800,4.7,0,62.9
2006-04-01,0.39,200.7,1297.810059,257000,4.7,0,69.69
2006-05-01,0.39,201.3,1305.189941,238200,4.6,0,70.94
2006-06-01,0.32,201.8,1285.709961,243200,4.6,0,70.96
2006-07-01,0.14,202.9,1280.189941,238100,4.7,0,74.41
2006-08-01,-0.08,203.8,1270.920044,243900,4.7,0,73.05
2006-09-01,-0.09,202.8,1311.01001,226700,4.5,0,63.87
2006-10-01,-0.19,201.9,1331.319946,250400,4.4,0,58.88
2006-11-01,-0.34,202.0,1367.810059,240100,4.5,0,59.37
2006-12-01,-0.29,203.1,1396.709961,244700,4.4,0,62.03
2007-01-01,-0.22,203.437,1416.599976,254400,4.6,0,54.57
2007-02-01,-0.31,204.226,1445.939941,250800,4.5,0,59.26
2007-03-01,-0.38,205.288,1403.170044,262600,4.4,0,60.56
2007-04-01,-0.18,205.904,1424.550049,242500,4.5,0,63.97
2007-05-01,0.02,206.755,1486.300049,245000,4.4,0,63.46
2007-06-01,0.49,207.234,1536.339966,235500,4.6,0,67.48
2007-07-01,0.18,207.603,1519.430054,246200,4.7,0,74.18
2007-08-01,0.47,207.667,1465.810059,236500,4.6,0,72.39
2007-09-01,0.63,208.547,1489.420044,240300,4.7,0,79.93
2007-10-01,0.63,209.19,1547.040039,234300,4.7,0,86.2
2007-11-01,0.88,210.834,1508.439941,249100,4.7,0,94.62
2007-12-01,1.1,211.445,1472.420044,227700,5.0,0,91.73
2008-01-01,0.99,212.174,1447.160034,232400,5.0,1,92.95
2008-02-01,1.62,212.687,1395.420044,245300,4.9,1,95.35
2008-03-01,2.25,213.448,1331.339966,229300,5.1,1,105.56
2008-04-01,2.39,213.942,1370.180054,246400,5.0,1,112.57
2008-05-01,2.15,215.208,1409.339966,229300,5.4,1,125.39
2008-06-01,2.24,217.463,1385.670044,234300,5.6,1,133.93
2008-07-01,2.38,219.016,1284.910034,237300,5.8,1,133.44
2008-08-01,2.17,218.69,1260.310059,221000,6.1,1,116.61
2008-09-01,2.56,218.877,1277.579956,225200,6.1,1,103.9
2008-10-01,3.14,216.995,1161.060059,213200,6.5,1,76.65
2008-11-01,3.34,213.153,966.2999878,221600,6.8,1,57.44
2008-12-01,2.39,211.398,816.210022,229600,7.3,1,41.02
2009-01-01,2.39,211.933,931.7999878,208600,7.8,1,41.74
2009-02-01,2.57,212.705,825.4400024,209700,8.3,1,39.16
2009-03-01,2.61,212.495,700.8200073,205100,8.7,1,47.98
2009-04-01,2.77,212.709,811.0800171,219200,9.0,1,49.79
2009-05-01,3.11,213.022,877.5200195,222300,9.4,1,59.16
2009-06-01,3.54,214.79,942.8699951,214700,9.5,1,69.68
2009-07-01,3.38,214.726,923.3300171,214200,9.5,0,64.09
2009-08-01,3.42,215.445,1002.630005,207100,9.6,0,71.06
2009-09-01,3.28,215.861,998.039978,216600,9.8,0,69.46
2009-10-01,3.32,216.509,1029.849976,215100,10.0,0,75.82
2009-11-01,3.35,217.234,1042.880005,218800,9.9,0,78.08
2009-12-01,3.54,217.347,1108.859985,222600,9.9,0,74.3
2010-01-01,3.67,217.488,1132.98999,218200,9.8,0,78.22
2010-02-01,3.58,217.281,1089.189941,221900,9.8,0,76.42
2010-03-01,3.58,217.353,1115.709961,224800,9.9,0,81.24
2010-04-01,3.69,217.403,1178.099976,208300,9.9,0,84.48
2010-05-01,3.26,217.29,1202.26001,230500,9.6,0,73.84
2010-06-01,3.08,217.199,1070.709961,219500,9.4,0,75.35
2010-07-01,2.85,217.605,1027.369995,212100,9.4,0,76.37
2010-08-01,2.54,217.923,1125.859985,226600,9.5,0,76.82
2010-09-01,2.5,218.275,1080.290039,228000,9.5,0,75.31
2010-10-01,2.41,219.035,1146.23999,204200,9.4,0,81.9
2010-11-01,2.62,219.59,1184.380005,219600,9.8,0,84.14
2010-12-01,3.15,220.472,1206.069946,241200,9.3,0,89.04
2011-01-01,3.24,221.187,1271.869995,240100,9.1,0,89.42
2011-02-01,3.45,221.898,1307.589966,220100,9.0,0,89.58
2011-03-01,3.31,223.046,1306.329956,220500,9.0,0,102.94
2011-04-01,3.4,224.093,1332.410034,224700,9.1,0,110.04
2011-05-01,3.13,224.806,1361.219971,222000,9.0,0,101.33
2011-06-01,2.96,224.806,1314.550049,240200,9.1,0,96.29
2011-07-01,2.96,225.395,1339.670044,229900,9.0,0,97.19
2011-08-01,2.28,226.106,1286.939941,219600,9.0,0,86.33
2011-09-01,1.97,226.597,1204.420044,217000,9.0,0,85.61
2011-10-01,2.13,226.75,1099.22998,224800,8.8,0,86.41
2011-11-01,2.0,227.169,1218.280029,214300,8.6,0,97.21
2011-12-01,1.97,227.223,1244.579956,218600,8.5,0,98.57
2012-01-01,1.94,227.842,1277.060059,221700,8.3,0,100.24
2012-02-01,1.88,228.329,1324.089966,239900,8.3,0,102.25
2012-03-01,2.09,228.807,1374.089966,239800,8.2,0,106.19
2012-04-01,1.97,229.187,1419.040039,236400,8.2,0,103.33
2012-05-01,1.71,228.713,1405.819946,239200,8.2,0,94.7
2012-06-01,1.53,228.524,1278.040039,232600,8.2,0,82.41
2012-07-01,1.43,228.59,1365.51001,237400,8.2,0,87.93
2012-08-01,1.58,229.918,1375.319946,253200,8.1,0,94.16
2012-09-01,1.61,231.015,1404.939941,254600,7.8,0,94.72
2012-10-01,1.65,231.638,1444.48999,247200,7.8,0,89.57
2012-11-01,1.56,231.249,1427.589966,245000,7.7,0,86.66
2012-12-01,1.65,231.221,1409.459961,258300,7.9,0,88.25
2013-01-01,1.84,231.679,1462.420044,251500,8.0,0,94.69
2013-02-01,1.88,232.937,1513.170044,265100,7.7,0,95.32
2013-03-01,1.87,232.282,1518.199951,257500,7.5,0,93.05
2013-04-01,1.7,231.797,1562.170044,279300,7.6,0,92.07
2013-05-01,1.89,231.893,1582.699951,263700,7.5,0,94.8
2013-06-01,2.25,232.445,1640.420044,259800,7.5,0,95.8
2013-07-01,2.54,232.9,1614.959961,262200,7.3,0,104.61
2013-08-01,2.7,233.456,1706.869995,255300,7.2,0,106.57
2013-09-01,2.79,233.544,1639.77002,269800,7.2,0,106.29
2013-10-01,2.57,233.669,1695.0,264300,7.2,0,100.54
2013-11-01,2.65,234.1,1761.640015,277100,6.9,0,93.86
2013-12-01,2.83,234.719,1800.900024,275500,6.7,0,97.63
2014-01-01,2.82,235.288,1831.97998,269800,6.6,0,94.62
2014-02-01,2.66,235.547,1741.890015,268400,6.7,0,100.82
2014-03-01,2.67,236.028,1845.72998,282300,6.7,0,100.8
2014-04-01,2.68,236.468,1885.52002,274500,6.2,0,102.07
2014-05-01,2.53,236.918,1883.680054,285600,6.3,0,102.18
2014-06-01,2.56,237.231,1924.969971,287000,6.1,0,105.79
2014-07-01,2.51,237.498,1973.319946,280400,6.2,0,103.59
2014-08-01,2.39,237.46,1925.150024,291700,6.1,0,96.54
2014-09-01,2.51,237.477,2002.280029,261500,5.9,0,93.21
2014-10-01,2.28,237.43,1946.160034,297000,5.7,0,84.4
2014-11-01,2.31,236.983,2017.810059,298300,5.8,0,75.79
2014-12-01,2.18,236.252,2053.439941,301500,5.6,0,59.29
2015-01-01,1.85,234.747,2058.199951,292000,5.7,0,47.22
2015-02-01,1.96,235.342,2020.849976,286600,5.5,0,50.58
2015-03-01,2.01,235.976,2117.389893,286600,5.4,0,47.82
2015-04-01,1.92,236.222,2059.689941,294500,5.4,0,54.45
2015-05-01,2.18,237.001,2108.290039,287500,5.6,0,59.27
2015-06-01,2.34,237.657,2111.72998,285100,5.3,0,59.82
2015-07-01,2.29,238.034,2077.419922,292300,5.2,0,50.9
2015-08-01,2.1,238.033,2098.040039,293000,5.1,0,42.87
2015-09-01,2.15,237.498,1913.849976,299500,5.0,0,45.48
2015-10-01,2.05,237.733,1923.819946,298000,5.0,0,46.22
2015-11-01,2.14,238.017,2104.050049,312600,5.1,0,42.44
2015-12-01,2.01,237.761,2102.629883,297100,5.0,0,37.19
2016-01-01,1.83,237.652,2012.660034,288400,4.8,0,31.68
2016-02-01,1.47,237.336,1939.380005,305800,4.9,0,30.32
2016-03-01,1.6,238.08,1978.349976,303200,5.0,0,37.55
2016-04-01,1.58,238.992,2072.780029,318300,5.1,0,40.75
2016-05-01,1.54,239.557,2081.429932,295200,4.8,0,46.71
2016-06-01,1.37,240.222,2099.330078,311200,4.9,0,48.76
2016-07-01,1.2,240.101,2102.949951,297400,4.8,0,44.65
2016-08-01,1.26,240.545,2170.840088,298900,4.9,0,44.72
2016-09-01,1.34,241.176,2170.860107,314800,5.0,0,45.18
2016-10-01,1.43,241.741,2161.199951,302800,4.9,0,49.78
2016-11-01,1.69,242.026,2111.719971,315000,4.7,0,45.66
2016-12-01,1.98,242.637,2191.080078,327000,4.7,0,51.97
2017-01-01,1.92,243.618,2257.830078,315200,4.7,0,52.5
2017-02-01,1.9,244.006,2279.550049,298000,4.6,0,53.47
2017-03-01,1.74,243.892,2395.959961,321700,4.4,0,49.33
2017-04-01,1.5,244.193,2358.840088,311100,4.4,0,51.06
2017-05-01,1.41,244.004,2388.330078,323600,4.4,0,48.48
2017-06-01,1.21,244.163,2430.060059,315200,4.3,0,45.18
2017-07-01,1.25,244.243,2429.01001,322900,4.3,0,46.63
2017-08-01,1.2,245.183,2476.350098,314200,4.4,0,48.04
2017-09-01,1.17,246.435,2476.550049,331500,4.3,0,49.82
2017-10-01,1.29,246.626,2529.120117,319500,4.2,0,51.58
2017-11-01,1.12,247.284,2579.360107,343400,4.2,0,56.64
2017-12-01,1.08,247.805,2642.219971,343300,4.1,0,57.88
2018-01-01,1.17,248.859,2695.810059,329600,4.0,0,63.7
2018-02-01,1.29,249.529,2821.97998,327200,4.1,0,62.23
2018-03-01,1.14,249.577,2677.669922,335400,4.0,0,62.73
2018-04-01,1.11,250.227,2581.879883,314400,4.0,0,66.25
2018-05-01,1.12,250.792,2654.800049,316700,3.8,0,69.98
2018-06-01,1.01,251.018,2734.620117,310500,4.0,0,67.87
2018-07-01,0.93,251.214,2726.709961,327500,3.8,0,70.98
2018-08-01,0.86,251.663,2813.360107,321400,3.8,0,68.06
2018-09-01,0.87,252.182,2896.719971,328300,3.7,0,70.23
2018-10-01,0.9,252.772,2924.590088,328300,3.8,0,70.75
2018-11-01,0.79,252.594,2740.370117,308500,3.8,0,56.96
2018-12-01,0.46,252.767,2790.370117,329700,3.9,0,49.52
2019-01-01,0.34,252.561,2510.030029,305400,4.0,0,51.38
2019-02-01,0.29,253.319,2706.530029,320800,3.8,0,54.95
2019-03-01,0.17,254.277,2803.689941,310600,3.8,0,58.15
2019-04-01,0.15,255.233,2867.189941,339000,3.7,0,63.86
2019-05-01,0.05,255.296,2923.72998,312700,3.6,0,60.83
2019-06-01,-0.1,255.213,2744.449951,311800,3.6,0,54.66
2019-07-01,-0.04,255.802,2964.330078,308300,3.7,0,57.35
2019-08-01,-0.32,256.036,2953.560059,327000,3.6,0,54.81
2019-09-01,-0.19,256.43,2906.27002,315700,3.5,0,56.95
2019-10-01,0.06,257.155,2940.25,322400,3.6,0,53.96
2019-11-01,0.27,257.879,3066.909912,328000,3.6,0,57.03
2019-12-01,0.32,258.63,3113.870117,329500,3.6,0,59.88
2020-01-01,0.24,259.127,3257.850098,328900,3.6,0,57.52
2020-02-01,-0.02,259.25,3248.919922,331800,3.5,0,50.54
2020-03-01,0.58,258.076,3090.22998,328200,4.4,1,29.21
2020-04-01,0.52,256.032,2470.5,309500,14.8,1,16.55
2020-05-01,0.54,255.802,2830.709961,315900,13.2,0,28.56
2020-06-01,0.57,257.042,3055.72998,325500,11.0,0,38.31
2020-07-01,0.49,258.352,3115.860107,320400,10.2,0,40.71
2020-08-01,0.55,259.316,3294.610107,321400,8.4,0,42.34
2020-09-01,0.57,259.997,3526.649902,332200,7.8,0,39.63
2020-10-01,0.69,260.319,3380.800049,335000,6.9,0,39.4
2020-11-01,0.78,260.911,3310.23999,333600,6.7,0,40.94
2020-12-01,0.84,262.045,3662.449951,339300,6.7,0,47.02
2021-01-01,1.0,262.687,3700.649902,354800,6.4,0,52.0
2021-02-01,1.22,263.579,3773.860107,351400,6.2,0,59.04
2021-03-01,1.58,264.961,3901.820068,342700,6.1,0,62.33
2021-04-01,1.62,266.614,4019.870117,364400,6.1,0,61.72
2021-05-01,1.6,268.383,4197.05,372700,5.8,0,65.17
2021-06-01,1.48,270.654,4202.04,361100,5.9,0,71.38
2021-07-01,1.27,271.903,4319.94,385000,5.4,0,72.49
2021-08-01,1.23,272.676,4387.16,402700,5.1,0,67.73
2021-09-01,1.33,273.91,4524.09,398500,4.7,0,71.65
2021-10-01,1.53,276.55,4357.04,416800,4.5,0,81.48
2021-11-01,1.51,278.919,4613.67,419600,4.1,0,79.15
2021-12-01,1.41,280.845,4513.04,410600,3.9,0,71.71
2022-01-01,1.61,282.543,4796.56,413600,4.0,0,83.22
2022-02-01,1.6,284.5,4546.54,402300,3.9,0,91.64
2022-03-01,1.69,287.674,4306.26,420100,3.7,0,108.5
2022-04-01,1.99,288.561,4545.86,439500,3.7,0,101.78
2022-05-01,1.92,291.298,4155.38,429400,3.6,0,109.55
2022-06-01,1.65,294.957,4101.23,431700,3.6,0,114.84
2022-07-01,0.67,294.913,3825.33,442900,3.5,0,101.62
2022-08-01,0.27,295.097,4118.63,431900,3.6,0,93.67
2022-09-01,0.39,296.349,3966.85,434200,3.5,0,84.26
2022-10-01,0.26,298.007,3678.43,460300,3.6,0,87.55
2022-11-01,-0.26,298.786,3856.1,427700,3.6,0,84.37
2022-12-01,-0.63,298.832,4076.57,427900,3.5,0,76.44
2023-01-01,-1.01,300.42,3824.14,408200,3.5,0,78.12
2023-02-01,-0.9,301.45,4119.21,433300,3.6,0,76.83
2023-03-01,-1.03,301.821,3951.39,438900,3.5,0,73.28
2023-04-01,-1.46,302.845,4124.51,417200,3.4,0,79.45
2023-05-01,-1.57,303.334,4167.87,421200,3.6,0,71.58
2023-06-01,-1.41,304.014,4221.02,417600,3.6,0,70.25
2023-07-01,-1.35,304.609,4455.59,435800,3.5,0,76.07
2023-08-01,-1.13,306.082,4576.73,440900,3.7,0,81.39
2023-09-01,-0.94,307.276,4515.77,426100,3.7,0,89.43
2023-10-01,-0.54,307.696,4288.39,417500,3.9,0,85.64
2023-11-01,-0.77,308.148,4237.86,429600,3.7,0,77.69
2023-12-01,-1.22,308.741,4594.63,418300,3.8,0,71.9
2024-01-01,-1.16,309.698,4742.83,430400,3.7,0,74.15
2024-02-01,-1.03,310.967,4906.19,420900,3.9,0,77.25
2024-03-01,-1.03,312.345,5137.08,436400,3.9,0,81.28
2024-04-01,-0.7,313.023,5243.77,415300,3.9,0,85.35
2024-05-01,-0.77,313.175,5018.39,414300,3.9,0,80.02
2024-06-01,-0.93,313.044,5283.4,414000,4.1,0,79.77
2024-07-01,-0.95,313.569,5475.09,429000,4.2,0,81.8
2024-08-01,-1.18,314.062,5446.68,405800,4.2,0,76.68
2024-09-01,-1.0,314.732,5528.93,421100,4.1,0,70.24
2024-10-01,-0.41,315.631,5708.75,426300,4.1,0,71.99
2024-11-01,-0.06,316.528,5728.8,397600,4.2,0,69.95
2024-12-01,0.12,317.604,6047.15,423000,4.1,0,70.12
2025-01-01,0.42,318.961,5868.55,429600,4.0,0,75.74
2025-02-01,0.23,319.679,5994.57,415100,4.2,0,71.53
2025-03-01,0.08,319.785,5849.72,412900,4.2,0,68.24
2025-04-01,0.07,320.302,5633.07,413600,4.2,0,63.54
2025-05-01,0.17,320.62,5604.14,424800,4.3,0,62.17
2025-06-01,0.15,321.435,5935.94,409200,4.1,0,68.17
2025-07-01,0.14,322.169,6198.01,397300,4.3,0,68.39
2025-08-01,0.14,323.291,6238.01,417900,4.3,0,64.86
2025-09-01,0.2,324.245,6415.54,416800,4.4,0,63.96
2025-11-01,0.31,325.063,6851.97,402500,4.5,0,60.06
2025-12-01,0.55,326.031,6812.63,429100,4.4,0,57.97
2026-01-01,0.64,326.588,6858.47,412900,4.3,0,60.04
2026-02-01,0.53,327.46,6976.44,409000,4.4,0,64.51
2026-03-01,0.64,330.293,6881.62,387400,4.3,0,91.38
